title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-12-08;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-12-08;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2020-12-08;;;;;;;;;;;;;;;;;;
Towards using recurrent neural networks for predicting influenza-like illness: Case study of covid-19 in morocco,World Academy of Research in Science and Engineering,2020,Coronavirus; Covid-19; Influenza-like Illness; LSTM; Prediction; RNN,2020-10-23;;;;;;;;;;;;;
Deep learning system for COVID-19 diagnosis aid using X-ray pulmonary images,MDPI AG,2020,COVID-19; Deep learning; Medical images; Neural networks; Pandemic; X-ray,2020-12-12;;;;;;;;;;;;;
Deep Learning-Based Decision-Tree Classifier for COVID-19 Diagnosis From Chest X-ray Imaging,Frontiers Media S.A.,2020,chest X-ray radiography; COVID-19; deep learning; image classification; neural network; tuberculosis,2021-01-04;;;;;;;;;;;;;
Explainable AI and Mass Surveillance System-based Healthcare Framework to Combat COVID-19 like Pandemics,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-05;;;;;;;;;;;;;;;;;;
Explainable AI and mass surveillance system-based healthcare framework to combat COVID-I9 like pandemics,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-05;;;;;;;;;;;;;;;;;;
B5G and Explainable Deep Learning Assisted Healthcare Vertical at the Edge: COVID-19 Perspective,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-08-13;;;;;;;;;;;;;;;;;;
B5G and explainable deep learning assisted healthcare vertical at the edge: COVID-I9 perspective,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-08-13;;;;;;;;;;;;;;;;;;
Deep Learning for the Detection of COVID-19 Using Transfer Learning and Model Integration,Institute of Electrical and Electronics Engineers Inc.,2020,covid-19 detection; covid-net; deep learning; model integration; transfer learning,2021-02-19;;;;;;;;;;;;;;
"Increasing Video Perceptual Quality with GANs and Semantic Coding,""Association for Computing Machinery, Inc"",2020,gans"; semantic video compression; video quality enhancement,2021-01-31;;;;;;;;;;;;;;;;
Development of a quantitative segmentation model to assess the effect of comorbidity on patients with COVID-19,BioMed Central Ltd,2020,Comorbidity; COVID-19; Deep learning; X-ray computed tomography,2021-01-15;;;;;;;;;;;;;;;
A deep learning model to screen for Corona Virus Disease (COVID-19) from X-ray chest images,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Networks; COVID-19; Deep Learning; X-Ray image analysis,2021-01-06;;;;;;;;;;;;;;;
Covid-19 CT Image Recognition Based on Multi-stage Transfer Learning,Association for Computing Machinery,2020,Covid-19; CT image recognition; Deep learning; transfer learning,2021-01-21;;;;;;;;;;;;;;;
Covid prediction from x-ray images,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; Pneumonia; Transfer learning; VGG16,2021-01-10;;;;;;;;;;;;;;;
Weighted Cross-Entropy for Unbalanced Data with Application on COVID X-ray images,Institute of Electrical and Electronics Engineers Inc.,2020,Automatic Diagnosis; Classification; Coronavirus; COVID-19; Deep Learning; Loss functions; Weighted Cross-Entropy,2021-02-02;;;;;;;;;;;;
Intelligent Detection for CT Image of COVID-19 using Deep Learning,Institute of Electrical and Electronics Engineers Inc.,2020,component; convolution neural network; COVID-19; CT images; detection,2021-02-02;;;;;;;;;;;;;;
Effective COVID-19 Screening using Chest Radiography Images via Deep Learning,Institute of Electrical and Electronics Engineers Inc.,2020,Chest Radiography Image; Convolutional Neural Networks; Coronavirus Disease; Residual Neural Network,2021-01-26;;;;;;;;;;;;;;;
Challenges and Solutions to the Student Dropout Prediction Problem in Online Courses,Association for Computing Machinery,2020,data mining; educational data mining; learning analytics; student dropout prediction,2020-11-14;;;;;;;;;;;;;;;
A deep learning and grad-CAM based color visualization approach for fast detection of COVID-19 cases using chest X-ray and CT-Scan images,Elsevier Ltd,2020,CNN; COVID-19; CT-Scan; Deep learning; Grad-CAM; Pneumonia; X-Ray,2021-02-07;;;;;;;;;;;;
Deep learning methods for forecasting COVID-19 time-Series data: A Comparative study,Elsevier Ltd,2020,COVID-19; Data-driven; Deep learning; Forecasting; Gated recurrent units; Long short-term memory; Recurrent neural network; Variational autoencoder,2021-03-01;;;;;;;;;;;
Toward automated severe pharyngitis detection with smartphone camera using deep learning networks,Elsevier Ltd,2020,Automated diagnosis; Deep learning; Pharyngitis; Smartphone; Telemedicine; Tonsillitis,2021-02-21;;;;;;;;;;;;;
Mask Classification and Head Temperature Detection Combined with Deep Learning Networks,Institute of Electrical and Electronics Engineers Inc.,2020,deep learning; neural network; object detection; RetinaNet,2020-12-19;;;;;;;;;;;;;;;
Deep learning disease prediction model for use with intelligent robots,Elsevier Ltd,2020,COVID-19; Data cleaning; Deep learning; Disease prediction; Dragonfly optimization; Feature extraction; Fitness basis; Intelligent robotics,2020-12-04;;;;;;;;;;;
Introducing the GEV Activation Function for Highly Unbalanced Data to Develop COVID-19 Diagnostic Models,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial intelligence; computer-aided detection and diagnosis; covid-19; extreme value theory; lung; X-ray and computed tomography,2021-01-08;;;;;;;;;;;;;
Detection of COVID-19 Using Deep Learning Algorithms on Chest Radiographs,Lippincott Williams and Wilkins,2020,artificial intelligence; chest radiographs; COVID-19; deep learning; pneumonia,2020-12-23;;;;;;;;;;;;;;
Repurpose Open Data to Discover Therapeutics for COVID-19 Using Deep Learning,American Chemical Society,2020,COVID-19; deep learning; drug repurposing; knowledge graph; representation learning; SARS-CoV-2,2021-03-03;;;;;;;;;;;;;
Deep Learning Framework to Detect Face Masks from Video Footage,Institute of Electrical and Electronics Engineers Inc.,2020,Computer Vision; Deep Learning; Face mask detection,2020-12-03;;;;;;;;;;;;;;;;
Lung lesions detection from CT images based on the modified Faster R-CNN,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; Faster R-CNN; Kmeans++; lesion detection,2021-02-06;;;;;;;;;;;;;;;
Multi-task deep learning based CT imaging analysis for COVID-19 pneumonia: Classification and segmentation,Elsevier Ltd,2020,Computed tomography images; Coronavirus (COVID-19); Deep learning; Image classification; Image segmentation; Multitask learning,2021-01-21;;;;;;;;;;;;;
Time series forecasting of Covid-19 using deep learning models: India-USA comparative case study,Elsevier Ltd,2020,Covid-19; Deep learning; Forecasting; LSTM; Recurrent neural networks; Time series,2020-12-28;;;;;;;;;;;;;
End-to-end deep learning framework for coronavirus (COVID-19) detection and monitoring,MDPI AG,2020,Clinical-decision support system; Convolutional neural network; COVID-19; Deep learning; Electronic health; Electronic health record; Remote patient monitoring; Wireless body area network,2020-11-20;;;;;;;;;;;
Truncated inception net: COVID-19 outbreak screening using chest X-rays,Springer,2020,Chest X-rays; CNN; COVID-19; Deep learning; Inception net; Pneumonia; Tuberculosis,2021-02-13;;;;;;;;;;;;
Semantic parsing for automatic retail food image recognition,World Academy of Research in Science and Engineering,2020,CNN; DeepLab v3+; Food Recognition; Resnet-18; Semantic Segmentation; Small-scale restaurant,2020-10-21;;;;;;;;;;;;;
Deep Greedy Network: A Tool for Medical Diagnosis on Exiguous Dataset of COVID-19,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Neural Network; Deep Convoluted Neural Network; Deep Learning; Greedy Algorithm; Metaheuristics; Overfitting and Underfitting Problem; Supervised Learning,2021-01-19;;;;;;;;;;;;
Automated Student Attendance System Using Face Recognition,Institute of Electrical and Electronics Engineers Inc.,2020,automated attendance; computer vision; face recognition,2020-12-20;;;;;;;;;;;;;;;;
Individual-Level Fatality Prediction of COVID-19 Patients Using AI Methods,Frontiers Media S.A.,2020,COVID-19; deep learning; fatality prediction; machine learning; pandemic; rare event,2021-01-26;;;;;;;;;;;;;
A deep learning approach to detect Covid-19 coronavirus with X-Ray images,Elsevier Sp. z o.o.,2020,Computer-aided diagnosis; Coronavirus detection; Covid-19; Deep learning; Pneumonia; X-ray,2021-01-31;;;;;;;;;;;;;
Deep learning-based triage and analysis of lesion burden for COVID-19: a retrospective study with external validation,Elsevier Ltd,2020,,2021-01-14;;;;;;;;;;;;;;;;;;
Towards explainable deep neural networks (xDNN),Elsevier Ltd,2020,Deep-learning; Explainable AI; Interpretability; Prototype-based models,2020-09-25;;;;;;;;;;;;;;;
Respiratory events screening using consumer smartwatches,Association for Computing Machinery,2020,heart rate; neural networks; respiration rate; sleep apnea; sleep stages,2020-10-07;;;;;;;;;;;;;;
Automated detection and quantification of COVID-19 pneumonia: CT imaging analysis by a deep learning-based software,Springer Science and Business Media Deutschland GmbH,2020,2019 novel coronavirus; Artificial intelligence (AI); Computed tomography (CT); Ground glass opacity (GGO); Viral pneumonia,2021-01-26;;;;;;;;;;;;;;
COVID-19 Time Series Forecasting of Daily Cases, Deaths Caused and Recovered Cases using Long Short Term Memory Networks,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Neural Networks; Corona-virus; COVID-19; Deep learning; Long-Short-Term Memory (LSTMs); Pandemic,2020-12-19;;;;;;;;;;;;;
Predict stock market's fluctuating behaviour: Role of investor's sentiments on stock market performance,Seventh Sense Research Group,2020,Machine learning; Sentiment analysis; Social networking platform; Stock price forecasting; Time series analysis,2021-01-01;;;;;;;;;;;;;;
Evaluation of scalability and degree of fine-tuning of deep convolutional neural networks for covid-19 screening on chest x-ray images using explainable deep-learning algorithm,MDPI AG,2020,Chest X-ray; Convolutional neural network; COVID-19; Deep learning; Grad-CAM,2021-01-04;;;;;;;;;;;;;;
Diagnosis and detection of infected tissue of COVID-19 patients based on lung x-ray image using convolutional neural network approaches,Elsevier Ltd,2020,Artificial intelligence; Classification; CNN; COVID-19; DNN; Segmentation,2020-08-27;;;;;;;;;;;;;
CVDNet: A novel deep learning architecture for detection of coronavirus (Covid-19) from chest x-ray images,Elsevier Ltd,2020,Chest X-ray images; Classification; Convolutional neural network; Coronavirus; COVID-19; Deep learning,2020-09-12;;;;;;;;;;;;;
A systematic review on recent trends in transmission, diagnosis, prevention and imaging features of COVID-19,Elsevier Ltd,2020,Coronaviruses; COVID-19; Pathogenesis; Reproduction number; SARS-CoV-2; Transmission,2021-01-05;;;;;;;;;;;;;
Dynamic evolution of COVID-19 on chest computed tomography: experience from Jiangsu Province of China,Springer Science and Business Media Deutschland GmbH,2020,Coronavirus; Multidetector computed tomography; Viral pneumonia,2020-11-18;;;;;;;;;;;;;;;;
"Implementation of a deep learning-based computeraided detection system for the interpretation of chest radiographs in patients suspected for covid-19,Korean Radiological Society,2020,""COVID-19"; COVID-19 diagnostic testing; Deep learning; Pneumonia;" Radiography, thoracic"",2020-11-23";;;;;;;;;;;;;;
Deep-COVID: Predicting COVID-19 from chest X-ray images using deep transfer learning,Elsevier B.V.,2020,COVID-19; Deep learning; Transfer learning; X-ray imaging,2020-12-05;;;;;;;;;;;;;;;
Pneumonia and COVID-19 Detection using Convolutional Neural Networks,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Networks; COVID-19 Detection; Deep Learning; Pneumonia Detection; VGG-16,2020-12-02;;;;;;;;;;;;;;
Covid-19 Disease Diagnosis from Radiology Data with Deep Learning Algorithms,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19 Disease Diagnosis; Deep Learning; GoogleNet; ResNet; VGG-16,2020-12-20;;;;;;;;;;;;;;
Detection and Classification of Pneumonia from Lung Ultrasound Images,Institute of Electrical and Electronics Engineers Inc.,2020,deep learning; diagnosis of pneumonia; lung ultrasound image; medical image classification,2021-01-22;;;;;;;;;;;;;;;
Smart learning,MDPI AG,2020,Activity recognition in education; Artificial intelligence; Cloud computing in education; Computational models in education; Data authentication and security in educational environments; Data mining and big data analysis; Deep learning; Diagnostic and predictive analytics in educational processes; Education; Educational data mining; Extraction information from educational environments; Intelligent process applied in specific educational domains; Intelligent systems for education; Internet of Things applied to education; Learning technologies; Machine and deep learning in education; Machine learning; Privacy-preserving systems for education; Smart systems,2021-02-26
Deep learning-assisted pipeline for Virtual Screening of ligand compound databases: Application on inhibiting the entry of SARS-CoV-2 into human cells,Institute of Electrical and Electronics Engineers Inc.,2020,covid-19; deep learning; ResNetVS; scoring function; virtual screening,2021-02-18;;;;;;;;;;;;;;
Deep learning prediction of likelihood of ICU admission and mortality in COVID-19 patients using clinical variables,PeerJ Inc.,2020,Coronavirus; Machine learning; Pneumonia; Prediction model; SARS-CoV-2,2020-11-27;;;;;;;;;;;;;;
Prediction and analysis of COVID-19 positive cases using deep learning models: A descriptive case study of India,Elsevier Ltd,2020,COVID-19; Deep learning; LSTM; Prediction; RNN,2020-07-02;;;;;;;;;;;;;;
Robust technique to detect COVID-19 using chest X-ray images,Institute of Electrical and Electronics Engineers Inc.,2020,Chest X-ray images; Convolution neural network; Covid-19; Deep learning,2021-02-09;;;;;;;;;;;;;;;
An automated system to limit COVID-19 using facial mask detection in smart city network,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Network; COVID-19; Deep Learning; Facial Mask Detection; Smart City,09/12/20;;;;;;;;;;;;;;
Explainable Deep Learning for Pulmonary Disease and Coronavirus COVID-19 Detection from X-rays,Elsevier Ireland Ltd,2020,Artificial intelligence; Chest; Coronavirus; COVID-19; Deep learning; Transfer learning,2021-02-03;;;;;;;;;;;;;
Detecting and Measuring the Exposure of Children and Adolescents to Inappropriate Comments in YouTube,Association for Computing Machinery,2020,behavior analysis; natural language processing; social media; youtube comments,2021-01-09;;;;;;;;;;;;;;;
Predicting Covid-19 Trajectory Using Machine Learning,Institute of Electrical and Electronics Engineers Inc.,2020,component; formatting; insert; style; styling,2020-12-20;;;;;;;;;;;;;;
Discerning COVID-19 from mycoplasma and viral pneumonia on CT images via deep learning,Institute of Electrical and Electronics Engineers Inc.,2020,Bacterial pneumonia; convolutional neural networks; COVID-19; CT images; deep learning; mycoplasma pneumonia; viral pneumonia,2020-12-20;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2020-11-10;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,,,2020-11-10;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2020-11-10;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 2,IOP Publishing Ltd,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2020-11-10;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,2020,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2020-11-10;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2020-11-10;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,2020,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2020-11-10;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2020-11-10;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2020-11-10";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
2020 International Conference on Computational Intelligence, ICCI 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
2020 4th International Conference on Multimedia Computing, Networking and Applications, MCNA 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
2020 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
"Artificial intelligence and big data as solutions to COVID-19 [IntelÂ·ligÃ¨ncia artificial i big data per fer front a la COVID-19] [Inteligencia artificial y big data como soluciones frente a la COVID-19],""Universitat de Barcelona, Observatorio de Bioetica y Derecho"",2020,Advanced analytics"; COVID-19; Data representation; Data science; Deep learning; Learning algorithms; Machine learning; Pandemic,2020-11-10;;;;;;;;;;;
2020 Medical Technologies Congress, TIPTEKNO 2020 [TIPTEKNO 2020 - Tip Teknolojileri Kongresi],Institute of Electrical and Electronics Engineers Inc.,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 3,IOP Publishing Ltd,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 4,IOP Publishing Ltd,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 1,IOP Publishing Ltd,2020,,2020-11-10;;;;;;;;;;;;;;;;;;
Laguerre gauss kernel for covid-19 medical decision making from chest tomography,CESER Publications,2021,COVID-19; Deep learning; Information extraction; Kernels for preprocessing; Medical decision making,2020-11-10;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-11-10;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-11-10;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-11-10;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2020-11-10;;;;;;;;;;;;;;;;;;
Object detection using stacked YOLOv3,International Information and Engineering Technology Association,2020,Class probabilities; Deep neural network; Non-maxima suppression; Object detection; Transfer learning; Unified architecture; YOLOv3,2020-12-28;;;;;;;;;;;;
A Survey on Deep Transfer Learning to Edge Computing for Mitigating the COVID-19 Pandemic: DTL-EC,Elsevier B.V.,2020,AI for Good; COVID-19; Deep Learning; Edge Computing; Pandemic; Review; Transfer Learning,2020-12-23;;;;;;;;;;;;
Identifying facemask-wearing condition using image super-resolution with classification network to prevent COVID-19,MDPI AG,2020,Convolutional neural network; COVID-19; Deep learning; Facemask-wearing condition; Facial recognition; Image super-resolution; SRCNet,2020-10-02;;;;;;;;;;;;
An Artificial Intelligence Based Technique for COVID-19 Diagnosis from Chest X-Ray,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; Chest X-ray; Convolutional Neural Networks; COVID-19; Deep Learning; Pneumonia,2020-12-25;;;;;;;;;;;;;
COVID-19 Detection Using Deep Learning Methods,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; data augmentation; deep learning; multi-class classification; viral pneumonia,2021-03-04;;;;;;;;;;;;;;
Lung CT image aided detection COVID-19 based on Alexnet network,Institute of Electrical and Electronics Engineers Inc.,2020,Alexnet neural network; Deep learning; Medical image,2021-01-09;;;;;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2021-01-18;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2021-01-18;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 2,IOP Publishing Ltd,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2021-01-18;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,2020,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2021-01-18;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-18;;;;;;;;;;;;;;;;;;
